GEOID,ruca_code,nc_rural_center
"37081011500",Metropolitan core,Not Rural
"37081012504",Metropolitan core,Not Rural
"37069060200",Metropolitan low commuting,Rural
"37069060100",Metropolitan high commuting,Rural
"37161960301",Rural area,Rural
"37161960101",Rural area,Rural
"37161960201",Micropolitan low commuting,Rural
"37161960103",Micropolitan high commuting,Rural
"37161960502",Micropolitan core,Not Rural
"37161960102",Rural area,Rural
"37161960501",Micropolitan core,Not Rural
"37161961002",Micropolitan low commuting,Rural
"37161961001",Micropolitan high commuting,Rural
"37161961103",Micropolitan high commuting,Rural
"37161960302",Rural area,Rural
"37161960503",Micropolitan core,Not Rural
"37161960202",Micropolitan low commuting,Rural
"37161960203",Micropolitan high commuting,Rural
"37161961104",Micropolitan high commuting,Rural
"37185950300",Rural area,Rural
"37185950400",Rural area,Rural
"37081012505",Metropolitan core,Not Rural
"37161961102",Micropolitan low commuting,Rural
"37141920402",Rural area,Rural
"37141920501",Metropolitan high commuting,Rural
"37141920502",Metropolitan high commuting,Rural
"37141920202",Metropolitan high commuting,Not Rural
"37081012610",Metropolitan core,Not Rural
"37081012612",Metropolitan core,Not Rural
"37081012707",Metropolitan core,Not Rural
"37081013601",Metropolitan core,Not Rural
"37157040200",Micropolitan core,Rural
"37157040300",Micropolitan core,Not Rural
"37081013800",Metropolitan core,Not Rural
"37081013900",Metropolitan core,Not Rural
"37081014000",Metropolitan core,Not Rural
"37081014200",Metropolitan core,Not Rural
"37081014406",Metropolitan core,Not Rural
"37081014408",Metropolitan core,Not Rural
"37023020304",Metropolitan high commuting,Rural
"37023020203",Metropolitan high commuting,Rural
"37023020204",Metropolitan high commuting,Rural
"37023020902",Metropolitan core,Not Rural
"37023020303",Metropolitan high commuting,Not Rural
"37023020901",Metropolitan core,Not Rural
"37081014503",Metropolitan core,Not Rural
"37081012511",Metropolitan core,Not Rural
"37081014501",Metropolitan core,Not Rural
"37081014502",Metropolitan core,Not Rural
"37141920403",Metropolitan high commuting,Rural
"37175960401",Micropolitan low commuting,Rural
"37111970902",Micropolitan low commuting,Rural
"37159051801",Metropolitan high commuting,Rural
"37157040400",Micropolitan core,Not Rural
"37157040800",Small town core,Not Rural
"37157040900",Small town core,Not Rural
"37157041200",Micropolitan core,Not Rural
"37027030300",Metropolitan core,Not Rural
"37081016503",Metropolitan core,Not Rural
"37081015703",Metropolitan core,Not Rural
"37131920401",Micropolitan high commuting,Rural
"37081016101",Metropolitan core,Not Rural
"37183052705",Metropolitan core,Not Rural
"37193961201",Micropolitan high commuting,Rural
"37193960901",Micropolitan high commuting,Rural
"37193960101",Rural area,Rural
"37193960401",Micropolitan high commuting,Rural
"37193960902",Micropolitan high commuting,Rural
"37193960102",Rural area,Rural
"37193961202",Rural area,Rural
"37193960402",Micropolitan core,Rural
"37029950101",Metropolitan high commuting,Rural
"37183051800",Metropolitan core,Not Rural
"37091950402",Small town core,Rural
"37027031201",Metropolitan high commuting,Rural
"37027031401",Metropolitan high commuting,Not Rural
"37027031202",Metropolitan high commuting,Rural
"37027031403",Metropolitan core,Not Rural
"37027031402",Metropolitan core,Not Rural
"37101040301",Micropolitan core,Not Rural
"37021000200",Metropolitan core,Not Rural
"37125951002",Metropolitan core,Not Rural
"37125950505",Metropolitan low commuting,Rural
"37125950504",Metropolitan high commuting,Rural
"37125950202",Metropolitan low commuting,Rural
"37125950403",Metropolitan high commuting,Rural
"37125950506",Metropolitan core,Not Rural
"37125950603",Metropolitan core,Not Rural
"37125950404",Metropolitan high commuting,Rural
"37153970300",Micropolitan high commuting,Rural
"37153970200",Micropolitan low commuting,Rural
"37153971100",Micropolitan high commuting,Rural
"37153971000",Micropolitan core,Rural
"37153970800",Micropolitan core,Rural
"37153970100",Rural area,Rural
"37153970400",Micropolitan core,Not Rural
"37153970500",Micropolitan core,Not Rural
"37049960600",Micropolitan core,Not Rural
"37153970600",Micropolitan core,Not Rural
"37025040600",Metropolitan high commuting,Rural
"37049960800",Micropolitan core,Not Rural
"37049960900",Micropolitan core,Not Rural
"37049960700",Micropolitan core,Not Rural
"37051001605",Metropolitan core,Not Rural
"37051002302",Metropolitan core,Not Rural
"37051003318",Metropolitan core,Not Rural
"37071033100",Metropolitan core,Not Rural
"37059080500",Small town core,Not Rural
"37059080200",Metropolitan high commuting,Rural
"37037020300",Rural area,Rural
"37037020500",Rural area,Rural
"37037020600",Rural area,Rural
"37025042000",Metropolitan core,Not Rural
"37025040800",Metropolitan core,Not Rural
"37025041100",Metropolitan core,Not Rural
"37025040900",Metropolitan core,Not Rural
"37045951300",Rural area,Rural
"37045951200",Micropolitan core,Not Rural
"37045950500",Metropolitan low commuting,Not Rural
"37045951400",Micropolitan high commuting,Rural
"37045951000",Micropolitan core,Not Rural
"37045950200",Micropolitan high commuting,Rural
"37045950400",Metropolitan low commuting,Not Rural
"37045950900",Micropolitan core,Not Rural
"37045951100",Micropolitan core,Not Rural
"37045950800",Micropolitan core,Not Rural
"37199960102",Rural area,Rural
"37199960101",Rural area,Rural
"37027030100",Metropolitan core,Not Rural
"37141920105",Metropolitan high commuting,Not Rural
"37141920106",Metropolitan high commuting,Rural
"37141920104",Metropolitan high commuting,Not Rural
"37169070701",Metropolitan high commuting,Rural
"37169070302",Metropolitan low commuting,Rural
"37169070102",Micropolitan low commuting,Rural
"37169070301",Metropolitan high commuting,Rural
"37169070702",Metropolitan high commuting,Rural
"37151031001",Micropolitan high commuting,Rural
"37169070506",Metropolitan core,Not Rural
"37151031401",Micropolitan core,Not Rural
"37151031308",Metropolitan high commuting,Not Rural
"37169070101",Small town low commuting,Rural
"37051003317",Metropolitan core,Not Rural
"37051003315",Metropolitan core,Not Rural
"37051002801",Metropolitan high commuting,Rural
"37051003601",Metropolitan core,Not Rural
"37051001702",Metropolitan core,Not Rural
"37051001401",Metropolitan high commuting,Rural
"37051003208",Metropolitan core,Not Rural
"37051002505",Metropolitan core,Not Rural
"37051002506",Metropolitan core,Not Rural
"37051001402",Metropolitan core,Not Rural
"37051003501",Metropolitan core,Not Rural
"37051003502",Metropolitan core,Not Rural
"37051001701",Metropolitan core,Not Rural
"37051003207",Metropolitan core,Not Rural
"37051003105",Metropolitan core,Not Rural
"37051003602",Metropolitan core,Rural
"37051002701",Metropolitan high commuting,Rural
"37051003316",Metropolitan core,Not Rural
"37051003409",Metropolitan core,Not Rural
"37051002802",Metropolitan high commuting,Rural
"37193960801",Micropolitan high commuting,Not Rural
"37193960802",Micropolitan core,Rural
"37165010101",Micropolitan core,Not Rural
"37147000607",Metropolitan core,Not Rural
"37147000901",Metropolitan high commuting,Rural
"37147001602",Metropolitan core,Not Rural
"37081010200",Metropolitan core,Not Rural
"37081010401",Metropolitan core,Not Rural
"37081011601",Metropolitan core,Not Rural
"37081012509",Metropolitan core,Not Rural
"37081017200",Metropolitan high commuting,Rural
"37081015500",Metropolitan core,Not Rural
"37081016003",Metropolitan core,Not Rural
"37081016900",Metropolitan high commuting,Rural
"37081012704",Metropolitan core,Not Rural
"37081016800",Metropolitan core,Not Rural
"37189920601",Micropolitan core,Not Rural
"37189920702",Micropolitan high commuting,Rural
"37189920602",Micropolitan core,Rural
"37189920701",Micropolitan high commuting,Rural
"37189920703",Micropolitan core,Not Rural
"37057060103",Metropolitan high commuting,Rural
"37057061204",Metropolitan core,Not Rural
"37057061807",Metropolitan high commuting,Rural
"37057061501",Metropolitan core,Not Rural
"37057061808",Metropolitan high commuting,Not Rural
"37057061101",Metropolitan core,Not Rural
"37129010900",Metropolitan core,Not Rural
"37129010200",Metropolitan core,Not Rural
"37129012300",Metropolitan core,Not Rural
"37129011608",Metropolitan core,Rural
"37183052101",Metropolitan core,Not Rural
"37183052701",Metropolitan core,Not Rural
"37035011503",Metropolitan low commuting,Rural
"37035011602",Metropolitan high commuting,Not Rural
"37183053513",Metropolitan core,Not Rural
"37035011402",Metropolitan high commuting,Rural
"37035011401",Metropolitan high commuting,Not Rural
"37035011601",Metropolitan high commuting,Not Rural
"37035010501",Metropolitan core,Not Rural
"37081015100",Metropolitan high commuting,Rural
"37081016502",Metropolitan core,Not Rural
"37081010300",Metropolitan core,Not Rural
"37081012805",Metropolitan core,Not Rural
"37081012508",Metropolitan core,Not Rural
"37173960302",Rural area,Rural
"37173960301",Rural area,Rural
"37173980200",Rural area,Rural
"37081012607",Metropolitan core,Not Rural
"37081015800",Metropolitan high commuting,Not Rural
"37081012803",Metropolitan core,Not Rural
"37081016201",Metropolitan high commuting,Not Rural
"37081010404",Metropolitan core,Not Rural
"37081010601",Metropolitan core,Not Rural
"37081010602",Metropolitan core,Not Rural
"37067004015",Metropolitan core,Not Rural
"37067003908",Metropolitan core,Not Rural
"37067004010",Metropolitan core,Not Rural
"37067002808",Metropolitan core,Not Rural
"37067003311",Metropolitan core,Not Rural
"37067004013",Metropolitan core,Not Rural
"37067003703",Metropolitan core,Not Rural
"37067003105",Metropolitan core,Not Rural
"37141920602",Metropolitan high commuting,Rural
"37151031402",Micropolitan core,Not Rural
"37151031002",Rural area,Rural
"37151031307",Metropolitan low commuting,Rural
"37169070505",Metropolitan core,Not Rural
"37151030803",Micropolitan high commuting,Rural
"37151031101",Micropolitan high commuting,Rural
"37151030805",Micropolitan high commuting,Rural
"37151030806",Micropolitan high commuting,Rural
"37151030804",Micropolitan high commuting,Rural
"37151031102",Micropolitan high commuting,Rural
"37141920203",Metropolitan high commuting,Rural
"37141920601",Metropolitan high commuting,Rural
"37141920204",Metropolitan high commuting,Rural
"37081010900",Metropolitan core,Not Rural
"37081011102",Metropolitan core,Not Rural
"37067004011",Metropolitan core,Not Rural
"37067003314",Metropolitan core,Not Rural
"37067003313",Metropolitan high commuting,Not Rural
"37067003702",Metropolitan core,Not Rural
"37183053726",Metropolitan core,Not Rural
"37183052506",Metropolitan core,Not Rural
"37183053111",Metropolitan core,Not Rural
"37183053005",Metropolitan core,Not Rural
"37183053204",Metropolitan core,Not Rural
"37183053424",Metropolitan core,Not Rural
"37183053425",Metropolitan core,Not Rural
"37041930102",Small town high commuting,Rural
"37041930101",Small town core,Not Rural
"37183053423",Metropolitan core,Not Rural
"37183053523",Metropolitan core,Not Rural
"37183053721",Metropolitan core,Not Rural
"37183053719",Metropolitan core,Not Rural
"37119005406",Metropolitan core,Not Rural
"37119005532",Metropolitan core,Not Rural
"37119005864",Metropolitan core,Not Rural
"37183053722",Metropolitan core,Not Rural
"37183053723",Metropolitan core,Not Rural
"37183054016",Metropolitan core,Not Rural
"37183054011",Metropolitan core,Not Rural
"37183054115",Metropolitan core,Not Rural
"37183054112",Metropolitan core,Not Rural
"37183053421",Metropolitan core,Not Rural
"37183053106",Metropolitan core,Not Rural
"37183053519",Metropolitan core,Not Rural
"37183053725",Metropolitan core,Not Rural
"37183054015",Metropolitan core,Not Rural
"37183053604",Metropolitan core,Not Rural
"37183053806",Metropolitan core,Not Rural
"37051003002",Metropolitan high commuting,Rural
"37051003102",Metropolitan core,Not Rural
"37051003401",Metropolitan core,Not Rural
"37051003408",Metropolitan core,Not Rural
"37051002002",Metropolitan core,Not Rural
"37183052809",Metropolitan high commuting,Not Rural
"37183053517",Metropolitan core,Not Rural
"37083930501",Micropolitan core,Not Rural
"37051002001",Metropolitan core,Not Rural
"37051003314",Metropolitan core,Not Rural
"37051000702",Metropolitan core,Not Rural
"37051002402",Metropolitan core,Not Rural
"37051003311",Metropolitan core,Not Rural
"37125950402",Metropolitan high commuting,Rural
"37125950802",Metropolitan core,Not Rural
"37125950601",Metropolitan core,Not Rural
"37125950801",Metropolitan core,Not Rural
"37063002029",Metropolitan core,Not Rural
"37063001811",Metropolitan core,Not Rural
"37063001504",Metropolitan core,Not Rural
"37063002034",Metropolitan core,Not Rural
"37063002036",Metropolitan core,Not Rural
"37063001712",Metropolitan core,Not Rural
"37063001505",Metropolitan core,Not Rural
"37051001000",Metropolitan core,Not Rural
"37051000800",Metropolitan core,Not Rural
"37059080600",Small town core,Rural
"37057060601",Metropolitan core,Not Rural
"37057060602",Metropolitan core,Not Rural
"37057061202",Metropolitan high commuting,Not Rural
"37057060304",Metropolitan high commuting,Not Rural
"37057060700",Metropolitan core,Not Rural
"37059080400",Metropolitan high commuting,Rural
"37119005915",Metropolitan core,Not Rural
"37119005517",Metropolitan core,Not Rural
"37119005520",Metropolitan core,Not Rural
"37119005617",Metropolitan core,Not Rural
"37051001100",Metropolitan core,Not Rural
"37051001903",Metropolitan core,Not Rural
"37051002100",Metropolitan core,Not Rural
"37063002033",Metropolitan core,Not Rural
"37063002031",Metropolitan core,Not Rural
"37063002032",Metropolitan core,Not Rural
"37063001713",Metropolitan core,Not Rural
"37063002035",Metropolitan core,Not Rural
"37063002030",Metropolitan core,Not Rural
"37063001810",Metropolitan core,Not Rural
"37081012705",Metropolitan core,Not Rural
"37081012706",Metropolitan core,Not Rural
"37071031102",Metropolitan core,Not Rural
"37127010802",Metropolitan high commuting,Rural
"37127011201",Metropolitan high commuting,Rural
"37127011502",Micropolitan low commuting,Rural
"37127010505",Metropolitan core,Not Rural
"37127010506",Metropolitan core,Not Rural
"37127010604",Metropolitan core,Not Rural
"37127011202",Metropolitan high commuting,Rural
"37127010603",Metropolitan core,Not Rural
"37127011103",Metropolitan core,Not Rural
"37127011104",Metropolitan high commuting,Rural
"37127010301",Metropolitan core,Not Rural
"37119001702",Metropolitan core,Not Rural
"37025041701",Metropolitan high commuting,Rural
"37025041503",Metropolitan core,Not Rural
"37025041602",Metropolitan high commuting,Rural
"37025042603",Metropolitan core,Not Rural
"37025041301",Metropolitan core,Not Rural
"37025041702",Metropolitan high commuting,Rural
"37025042401",Metropolitan core,Not Rural
"37119001701",Metropolitan core,Not Rural
"37119001910",Metropolitan core,Not Rural
"37179020314",Metropolitan core,Not Rural
"37019020510",Metropolitan core,Not Rural
"37025041902",Metropolitan core,Not Rural
"37019020601",Metropolitan low commuting,Rural
"37019020102",Metropolitan core,Not Rural
"37019020304",Small town core,Not Rural
"37019020305",Micropolitan core,Not Rural
"37119003016",Metropolitan core,Not Rural
"37119003102",Metropolitan core,Not Rural
"37031970402",Micropolitan core,Not Rural
"37031970502",Micropolitan core,Not Rural
"37031970805",Micropolitan high commuting,Rural
"37031970903",Micropolitan core,Not Rural
"37031970101",Rural area,Rural
"37031970301",Micropolitan core,Rural
"37031970503",Micropolitan core,Not Rural
"37119005916",Metropolitan core,Not Rural
"37119003808",Metropolitan core,Not Rural
"37119005918",Metropolitan core,Not Rural
"37071031004",Metropolitan core,Not Rural
"37071031202",Metropolitan core,Not Rural
"37071032505",Metropolitan core,Not Rural
"37179020501",Metropolitan core,Not Rural
"37179020308",Metropolitan core,Not Rural
"37179020317",Metropolitan core,Not Rural
"37179020312",Metropolitan core,Not Rural
"37179021015",Metropolitan high commuting,Rural
"37179021009",Metropolitan core,Not Rural
"37179021012",Metropolitan high commuting,Not Rural
"37179020310",Metropolitan core,Not Rural
"37119000900",Metropolitan core,Not Rural
"37119001000",Metropolitan core,Not Rural
"37119001100",Metropolitan core,Not Rural
"37119001200",Metropolitan core,Not Rural
"37119001300",Metropolitan core,Not Rural
"37031970103",Micropolitan high commuting,Rural
"37031970304",Micropolitan core,Not Rural
"37031970601",Micropolitan core,Not Rural
"37031970702",Micropolitan high commuting,Rural
"37031970401",Micropolitan core,Not Rural
"37119003805",Metropolitan core,Not Rural
"37119003203",Metropolitan core,Not Rural
"37119003108",Metropolitan core,Not Rural
"37071030601",Small town core,Not Rural
"37071030501",Metropolitan high commuting,Rural
"37071030602",Small town core,Not Rural
"37119001504",Metropolitan core,Not Rural
"37119001505",Metropolitan core,Not Rural
"37119001603",Metropolitan core,Not Rural
"37057061903",Metropolitan high commuting,Not Rural
"37057061502",Metropolitan core,Not Rural
